key,title,description,issue_type,priority,status,created,updated,resolutiondate,anomaly_class,ml_text,project
ASTERIXDB-3774,Cloud HTTP connection idle/lifetime settings are not honored for GCS and S3 clients,"h2. Description
 
The following cloud request HTTP connection settings are being disregarded by the GCS and S3 cloud clients:
 * {{{}cloudRequestsHttpConnectionMaxIdleSeconds{}}}- the time in seconds after which an idle cloud connection will be closed.

 * {{cloudRequestsHttpConnectionMaxLifetimeSeconds}} - the time in seconds after which a cloud connection will no longer be reused.

h3. Expected behavior:

When these options are configured, the GCS and S3 cloud clients should apply the configured idle timeout and max connection lifetime behavior to their underlying HTTP connection pools/transports.
h3. Actual behavior:

The configured values are not considered for GCS and S3 clients. Idle connections and/or long-lived connections may continue to be reused beyond the configured limits.
h3. Impact:

Users cannot reliably control cloud HTTP connection reuse behavior for GCS and S3. This can be problematic when attempting to force periodic connection refresh, avoid stale pooled connections, or ensure cloud storage configuration changes are reflected after the intended connection lifetime/idle period. This is especially concerning for S3-compatible storage, where load-balancers & appliances may be invalidating connections for idle / age.",Bug,Minor,Closed,2026-05-14T06:02:22.000+0000,2026-05-29T17:06:09.000+0000,2026-05-29T17:06:09.000+0000,2,cloud http connection idle lifetime settings are not honored for gcs and s3 clients h2 description the following cloud request http connection settings are being disregarded by the gcs and s3 cloud clients cloudrequests url the time in seconds after which an idle cloud connection will be closed cloudrequests url the time in seconds after which a cloud connection will no longer be reused h3 expected behavior when these options are configured the gcs and s3 cloud clients should apply the configured idle timeout and max connection lifetime behavior to their underlying http connection pools transports h3 actual behavior the configured values are not considered for gcs and s3 clients idle connections and or long lived connections may continue to be reused beyond the configured limits h3 impact users cannot reliably control cloud http connection reuse behavior for gcs and s3 this can be problematic when attempting to force periodic connection refresh avoid stale pooled connections or ensure cloud storage configuration changes are reflected after the intended connection lifetime idle period this is especially concerning for s3 compatible storage where load balancers appliances may be invalidating connections for idle age bug minor closed asterixdb,ASTERIXDB
ARIES-2219,Imported services not reflecting updated service properties,"When a service's properties are updated, the changes are propagated to remotes but are not actually updated on the imported service itself.",Bug,Major,Closed,2026-05-14T05:51:20.000+0000,2026-05-17T10:15:13.000+0000,2026-05-17T10:15:13.000+0000,1,imported services not reflecting updated service properties when a service s properties are updated the changes are propagated to remotes but are not actually updated on the imported service itself bug major closed aries,ARIES
ARIES-2218,RSA/provider endpoint properties lost during service properties update,"When an exported service's properties are updated, the endpoint properties are updated with the changes, however any RSA and distribution provider properties that existed on the endpoint are lost, which can make them unusable remotely.",Bug,Major,Closed,2026-05-14T05:46:38.000+0000,2026-05-17T10:15:05.000+0000,2026-05-17T10:15:05.000+0000,1,rsa provider endpoint properties lost during service properties update when an exported service s properties are updated the endpoint properties are updated with the changes however any rsa and distribution provider properties that existed on the endpoint are lost which can make them unusable remotely bug major closed aries,ARIES
CAUSEWAY-3999,[Wicket Viewer] Honor Value Semantics when Rendering Choice Dropdowns,"Value HTML appearance can be specified/customized via ValueSemantics. However, in choice dropdowns a fallback icon is used preceding the value title.

If possible honor the HTML representation of a value in dropdowns. Or at least don't show the fallback icon for domain-objects, perhaps use a blank-icon instead.

 ",Improvement,Minor,Resolved,2026-05-14T05:10:44.000+0000,2026-05-14T07:31:05.000+0000,2026-05-14T07:31:05.000+0000,0,wicket viewer honor value semantics when rendering choice dropdowns value html appearance can be specified customized via valuesemantics however in choice dropdowns a fallback icon is used preceding the value title if possible honor the html representation of a value in dropdowns or at least don t show the fallback icon for domain objects perhaps use a blank icon instead improvement minor resolved causeway,CAUSEWAY
YUNIKORN-3280,Add K8s 1.35 too the e2e tests in CI,"As a preparation for full K8s 1.35 support in 1.9.0 we should start running the e2e tests against the K8s 1.35. Kind does not have a K8s 1.36 image as yet so we can not add that one.

Update the kind images we use in testing to the latest versions for ""current"" releases:
 * v1.35.0
 * v1.34.3
 * v1.33.7
 * v1.32.11
 * v1.31.14",Sub-task,Major,Resolved,2026-05-14T05:02:23.000+0000,2026-05-18T23:37:22.000+0000,2026-05-18T23:37:22.000+0000,0,add k8s 1 35 too the e2e tests in ci as a preparation for full k8s 1 35 support in 1 9 0 we should start running the e2e tests against the k8s 1 35 kind does not have a k8s 1 36 image as yet so we can not add that one update the kind images we use in testing to the latest versions for current releases v1 35 0 v1 34 3 v1 33 7 v1 32 11 v1 31 14 sub task major resolved yunikorn,YUNIKORN
CALCITE-7527,SqlParserUtil.parseTimestampTzLiteral does not validate timezone,"parseTimestampTzLiteral relies on Java's time zone validation, which is notoriously weak.

A literal such as 2020-06-21 14:23:44.123654+00:00 (which is incorrect) will be interpreted as 2020-06-21 00:00:00, because the entire string 14:23:44.123654+00:00 is parsed as a timezone.

Instead this literal should be rejected. ",Bug,Minor,Closed,2026-05-14T04:48:57.000+0000,2026-05-31T14:37:02.000+0000,2026-05-15T04:02:15.000+0000,1,sqlparserutil parsetimestamptzliteral does not validate timezone parsetimestamptzliteral relies on java s time zone validation which is notoriously weak a literal such as 2020 06 21 14 23 44 123654 00 00 which is incorrect will be interpreted as 2020 06 21 00 00 00 because the entire string 14 23 44 123654 00 00 is parsed as a timezone instead this literal should be rejected bug minor closed calcite,CALCITE
CALCITE-7526,Incorrect TIMESTAMP WITH TIME ZONE produces wrong error message,"The validation code for TIMESTAMP WITH TIME ZONE looks like this:
{code:java}
    if (pos == -1) {
      throw RESOURCE.illegalLiteral(""TIMESTAMP WITH LOCAL TIME ZONE"", v,
              RESOURCE.badFormat(TIMESTAMP_FORMAT_STRING).str()).ex();
    }{code}
Notice that the argument of badFormat is TIMESTAMP_FORMAT_STRING, instead of a format that is specific for TIMESTAMP WITH TIME ZONE. So the error can look like this:
{code:java}
 Illegal TIMESTAMP WITH LOCAL TIME ZONE literal '2020-06-21 14:23:44.123654': not in format 'yyyy-MM-dd HH:mm:ss'{code}",Bug,Minor,Closed,2026-05-14T04:23:41.000+0000,2026-05-31T14:37:27.000+0000,2026-05-14T20:01:37.000+0000,1,incorrect timestamp with time zone produces wrong error message the validation code for timestamp with time zone looks like this code java if pos 1 throw resource illegalliteral timestamp with local time zone v resource badformat timestamp format string str ex code block bug minor closed calcite,CALCITE
HDDS-15272,[Recon] Cluster Capacity in Recon UI shows -1 when SCM goes down,"*Issue seen:*
 * When SCM goes down the Pending Deletion Section of Cluster Capacity(Recon) shows -1 value.

!image-2026-05-14-09-26-01-986.png!",Bug,Major,Open,2026-05-14T03:56:15.000+0000,2026-06-03T07:54:29.000+0000,Not resolved,1,recon cluster capacity in recon ui shows 1 when scm goes down issue seen when scm goes down the pending deletion section of cluster capacity recon shows 1 value image 2026 05 14 09 26 01 986 png bug major open hdds,HDDS
SPARK-56861,Fix ArrowInterfaceTests being silently skipped by unittest,,Test,Major,Resolved,2026-05-14T03:32:01.000+0000,2026-05-15T18:14:49.000+0000,2026-05-14T07:57:13.000+0000,0,fix arrowinterfacetests being silently skipped by unittest test major resolved spark,SPARK
HDDS-15271,Client should prioritize replicas that covers the block BCSID,"Currently, client read prioritizes based on the locality, datanode status (maintenance & decommission), etc. However, the client do not check whether the replica BCSID covers the block the client is trying to read. This causes BCSID_MISMATCH which triggers failover and increases read latency.

The idea of this patch is to also consider the BCSID as a hint (not a requirement) for client to pick preferred datanodes. If a client requested a block with BCSID N, any datanodes that contains BCSID >= N should be prioritized over those that have datanodes BCSID < N. 

However, we need to note a few important things
* We should not exclude the replicas with BCSID < N since the known container replica BCSID might be stale (either container location cache is stale or container replica heartbeat has not been recorded by SCM) and the actual container replica BCSID is higher. This means that we still have to read from replicas with BCSID < N.
* We need to consider all BCSID >= N as being equal since both contains the requested blocks (even if one contains more blocks than the other). So a replica 1 with BCSID N + 1 and replica 2 with BCSID N + 2 are the same even though replica 2 is more up-to-date. This should prevent read hotspot.

We can include BCSID as the sorting requirements for client read. This should reduce the chances of BCSID_MISMATCH and reduce read latency.",Improvement,Major,Open,2026-05-14T02:05:57.000+0000,2026-05-17T03:40:49.000+0000,Not resolved,1,client should prioritize replicas that covers the block bcsid currently client read prioritizes based on the locality datanode status maintenance decommission etc however the client do not check whether the replica bcsid covers the block the client is trying to read this causes bcsid mismatch which triggers failover and increases read latency the idea of this patch is to also consider the bcsid as a hint not a requirement for client to pick preferred datanodes if a client requested a block with bcsid n any datanodes that contains bcsid n should be prioritized over those that have datanodes bcsid n however we need to note a few important things we should not exclude the replicas with bcsid n since the known container replica bcsid might be stale either container location cache is stale or container replica heartbeat has not been recorded by scm and the actual container replica bcsid is higher this means that we still have to read from replicas with bcsid n we need to consider all bcsid n as being equal since both contains the requested blocks even if one contains more blocks than the other so a replica 1 with bcsid n 1 and replica 2 with bcsid n 2 are the same even though replica 2 is more up to date this should prevent read hotspot we can include bcsid as the sorting requirements for client read this should reduce the chances of bcsid mismatch and reduce read latency improvement major open hdds,HDDS
SPARK-56860,Remove unused CogroupArrowUDFSerializer,,Sub-task,Major,Resolved,2026-05-14T00:40:56.000+0000,2026-05-18T22:09:35.000+0000,2026-05-18T22:09:35.000+0000,0,remove unused cogrouparrowudfserializer sub task major resolved spark,SPARK
HIVE-29612,LATERAL VIEW OUTER doesn't work with CBO enabled,"Running
{noformat}
CREATE TABLE test (id string, items array<string>);
INSERT INTO test VALUES ('a', array('a', 'b')), ('b', array('c')), ('d', array());

CREATE VIEW v AS
SELECT test.id AS id, item
FROM test
LATERAL VIEW OUTER explode(test.items) lv AS item;

SELECT id, item FROM v ORDER BY id, item;{noformat}
fails with:
{noformat}
org.apache.hadoop.hive.ql.optimizer.calcite.CalciteSubquerySemanticException: CBO can not handle Sub Query
at org.apache.hadoop.hive.ql.parse.CalcitePlanner<span>CalcitePlannerAction.genSubQueryRelNode(CalcitePlanner.java:3448) at org.apache.hadoop.hive.ql.parse.CalcitePlanner</span>CalcitePlannerAction.genFilterRelNode(CalcitePlanner.java:3461)
at org.apache.hadoop.hive.ql.parse.CalcitePlanner<span>CalcitePlannerAction.genFilterLogicalPlan(CalcitePlanner.java:3489) at org.apache.hadoop.hive.ql.parse.CalcitePlanner</span>CalcitePlannerAction.genLogicalPlan(CalcitePlanner.java:4953)
at org.apache.hadoop.hive.ql.parse.CalcitePlanner<span>CalcitePlannerAction.apply(CalcitePlanner.java:1611) at org.apache.hadoop.hive.ql.parse.CalcitePlanner</span>CalcitePlannerAction.apply(CalcitePlanner.java:1553)
at org.apache.calcite.tools.Frameworks.lambda<span>withPlanner</span>0(Frameworks.java:140)
at org.apache.calcite.prepare.CalcitePrepareImpl.perform(CalcitePrepareImpl.java:936)
at org.apache.calcite.tools.Frameworks.withPrepare(Frameworks.java:191)
at org.apache.calcite.tools.Frameworks.withPlanner(Frameworks.java:135)
at org.apache.hadoop.hive.ql.parse.CalcitePlanner.logicalPlan(CalcitePlanner.java:1331)
at org.apache.hadoop.hive.ql.parse.CalcitePlanner.genOPTree(CalcitePlanner.java:588)
at org.apache.hadoop.hive.ql.parse.SemanticAnalyzer.analyzeInternal(SemanticAnalyzer.java:13224)
at org.apache.hadoop.hive.ql.parse.CalcitePlanner.analyzeInternal(CalcitePlanner.java:481)
at org.apache.hadoop.hive.ql.parse.BaseSemanticAnalyzer.analyze(BaseSemanticAnalyzer.java:358)
at org.apache.hadoop.hive.ql.Compiler.analyze(Compiler.java:224)
at org.apache.hadoop.hive.ql.Compiler.compile(Compiler.java:109){noformat}",Bug,Major,Resolved,2026-05-13T23:18:33.000+0000,2026-05-28T19:47:45.000+0000,2026-05-28T19:47:45.000+0000,2,lateral view outer doesn t work with cbo enabled running noformat create table test id string items array string insert into test values a array a b b array c d array create view v as select test id as id item from test lateral view outer explode test items lv as item select id item from v order by id item noformat fails with noformat org apache hadoop hive ql optimizer calcite calcitesubquerysemanticexception cbo can not handle sub query at org apache hadoop hive ql parse calciteplanner span calciteplanneraction gensubqueryrelnode calciteplanner java 3448 at org apache hadoop hive ql parse calciteplanner span calciteplanneraction genfilterrelnode calciteplanner java 3461 at org apache hadoop hive ql parse calciteplanner span calciteplanneraction genfilterlogicalplan calciteplanner java 3489 at org apache hadoop hive ql parse calciteplanner span calciteplanneraction genlogicalplan calciteplanner java 4953 at org apache hadoop hive ql parse calciteplanner span calciteplanneraction apply calciteplanner java 1611 at org apache hadoop hive ql parse calciteplanner span calciteplanneraction apply calciteplanner java 1553 at org apache calcite tools frameworks lambda span withplanner span 0 frameworks java 140 at org apache calcite prepare calciteprepareimpl perform calciteprepareimpl java 936 at org apache calcite tools frameworks withprepare frameworks java 191 at org apache calcite tools frameworks withplanner frameworks java 135 at org apache hadoop hive ql parse calciteplanner logicalplan calciteplanner java 1331 at org apache hadoop hive ql parse calciteplanner genoptree calciteplanner java 588 at org apache hadoop hive ql parse semanticanalyzer analyzeinternal semanticanalyzer java 13224 at org apache hadoop hive ql parse calciteplanner analyzeinternal calciteplanner java 481 at org apache hadoop hive ql parse basesemanticanalyzer analyze basesemanticanalyzer java 358 at org apache hadoop hive ql compiler analyze compiler java 224 at org apache hadoop hive ql compiler compile compiler java 109 noformat bug major resolved hive,HIVE
SPARK-56859,Create user error for IllegalArgumentException in CSVOptions,,Bug,Major,Resolved,2026-05-13T22:27:41.000+0000,2026-05-21T07:21:29.000+0000,2026-05-20T22:33:57.000+0000,2,create user error for illegalargumentexception in csvoptions bug major resolved spark,SPARK
CAMEL-23513,completeAllOnStop() does not complete aggregations when used with completionInterval(),"h2. Problem

When an aggregator is configured with both {{completeAllOnStop()}} and {{completionInterval()}}, stopping the CamelContext does not reliably trigger completion of in-flight aggregations. The {{AggregateCompleteAllOnStopWithIntervalTest}} test demonstrates this: it sends 3 messages (below the {{completionSize(10)}} threshold), then calls {{context.stop()}}. The aggregation should be force-completed during shutdown, but the mock endpoint at {{mock:aggregated}} never receives the completed exchange.

h2. Steps to Reproduce

Run {{AggregateCompleteAllOnStopWithIntervalTest}} in a loop:

{code}
for i in $(seq 1 100); do
  mvn test -B -pl core/camel-core \\
    -Dtest=AggregateCompleteAllOnStopWithIntervalTest \\
    -Dsurefire.rerunFailingTestsCount=0
done
{code}

The test fails intermittently — the Awaitility timeout expires because the mock never receives the aggregated message.

h2. Analysis

The issue appears to be in {{AggregateProcessor.doStop()}} or the shutdown sequence: when {{completionInterval}} is set, the interval-based scheduled task is cancelled during shutdown, but {{completeAllOnStop}} may not force-complete the remaining groups before the task is cancelled.

With {{completionTimeout()}} instead of {{completionInterval()}}, {{completeAllOnStop()}} works correctly because the timeout map is flushed during shutdown.

h2. Route Configuration

{code:java}
from(""direct:start"")
    .to(""mock:input"")
    .aggregate(new GroupedBodyAggregationStrategy())
    .simple(""${in.header.aggregateKey}"")
    .completionSize(10)
    .completionInterval(1000)
    .completeAllOnStop()
    .to(""mock:aggregated"");
{code}

_Claude Code on behalf of Guillaume Nodet_",Bug,Minor,Resolved,2026-05-13T22:25:57.000+0000,2026-05-15T06:21:01.000+0000,2026-05-15T06:21:01.000+0000,2,completeallonstop does not complete aggregations when used with completioninterval h2 problem when an aggregator is configured with both completeallonstop and completioninterval stopping the camelcontext does not reliably trigger completion of in flight aggregations the aggregatecompleteallonstopwithintervaltest test demonstrates this it sends 3 messages below the completionsize 10 threshold then calls context stop the aggregation should be force completed during shutdown but the mock endpoint at mock aggregated never receives the completed exchange h2 steps to reproduce run aggregatecompleteallonstopwithintervaltest in a loop code block the test fails intermittently the awaitility timeout expires because the mock never receives the aggregated message h2 analysis the issue appears to be in aggregateprocessor dostop or the shutdown sequence when completioninterval is set the interval based scheduled task is cancelled during shutdown but completeallonstop may not force complete the remaining groups before the task is cancelled with completiontimeout instead of completioninterval completeallonstop works correctly because the timeout map is flushed during shutdown h2 route configuration code java from direct start to mock input aggregate new groupedbodyaggregationstrategy simple in header aggregatekey completionsize 10 completioninterval 1000 completeallonstop to mock aggregated code claude code on behalf of guillaume nodet bug minor resolved camel,CAMEL
PODLINGNAMESEARCH-252,"Establish whether ""Apache Magpie"" is a suitable name","Writing on behalf of the founding PMC of a proposed new
Apache Top-Level Project (currently working under the
codename ""Apache Steward (to be renamed)"") that is heading
for ASF Board consideration on **Wed 20 May 2026**.

# What the project is

Agent-assisted repository maintainership and development
infrastructure — a vendor-neutral, project-governance-
agnostic framework that helps open-source maintainers (ASF
and non-ASF) use agentic AI tooling without losing their
identity as maintainers and without being locked into one
vendor. Five operational modes (Triage / Mentoring /
Drafting / Pairing / Auto-merge), security-first posture,
mentorship intrinsic to the Pairing mode. Mission and
design commitments are in MISSION.md (linked above);
RFC-AI-0004 carries the normative principles:",Suitable Name Search,Unknown,Resolved,2026-05-13T22:25:09.000+0000,2026-05-20T08:01:39.000+0000,2026-05-20T07:06:07.000+0000,2,establish whether apache magpie is a suitable name writing on behalf of the founding pmc of a proposed new apache top level project currently working under the codename apache steward to be renamed that is heading for asf board consideration on wed 20 may 2026 what the project is agent assisted repository maintainership and development infrastructure a vendor neutral project governance agnostic framework that helps open source maintainers asf and non asf use agentic ai tooling without losing their identity as maintainers and without being locked into one vendor five operational modes triage mentoring drafting pairing auto merge security first posture mentorship intrinsic to the pairing mode mission and design commitments are in mission md linked above rfc ai 0004 carries the normative principles suitable name search unknown resolved podlingnamesearch,PODLINGNAMESEARCH
AVRO-4259,Thread Safety of FastReader created via static GenericData,"As I understand it readers are generally not threadsafe, for example a FastReader has mubable state
the problem is that a FastReader isgenerally created by a FastReaderBuilder within a GenericData, and there dont seem to be any guidlines documented to show that thread safety isnt guaranteed here, as the reader, or some part of the reader may be shared due to the identity of the schema being built, due to the way that the FastReaderBuilder works

To make matters worse, there is a static singleton GlobalData, which is now the default mechnaism to build a FastReader, and the code to build the FastReader is thread safe, or seems to be

It hard /impossible to reason about which FastReaders are shared and which are not due to the structure of a FastReader which may share child records and other structure (which may be shared even if the outer structure isnt, unless each top level FastReader is built from its own GenericData",Bug,Major,Open,2026-05-13T22:22:54.000+0000,2026-05-13T22:22:54.000+0000,Not resolved,1,thread safety of fastreader created via static genericdata as i understand it readers are generally not threadsafe for example a fastreader has mubable state the problem is that a fastreader isgenerally created by a fastreaderbuilder within a genericdata and there dont seem to be any guidlines documented to show that thread safety isnt guaranteed here as the reader or some part of the reader may be shared due to the identity of the schema being built due to the way that the fastreaderbuilder works to make matters worse there is a static singleton globaldata which is now the default mechnaism to build a fastreader and the code to build the fastreader is thread safe or seems to be it hard impossible to reason about which fastreaders are shared and which are not due to the structure of a fastreader which may share child records and other structure which may be shared even if the outer structure isnt unless each top level fastreader is built from its own genericdata bug major open avro,AVRO
SPARK-56858,Use `Xcode 26.5` in CIs,,Sub-task,Major,Resolved,2026-05-13T21:57:07.000+0000,2026-05-22T20:24:23.000+0000,2026-05-22T20:24:05.000+0000,0,use xcode 26 5 in cis sub task major resolved spark,SPARK
RATIS-2532,Refactor the appendEntries code in RaftServerImpl,RaftServerImpl is hitting the 2000 line checkstyle limit.  Let's move out the appendEntries to a new AppendEntriesHandler class.,Improvement,Major,Open,2026-05-13T21:51:54.000+0000,2026-05-13T21:51:54.000+0000,Not resolved,0,refactor the appendentries code in raftserverimpl raftserverimpl is hitting the 2000 line checkstyle limit let s move out the appendentries to a new appendentrieshandler class improvement major open ratis,RATIS
SPARK-56857,Upgrade Swift to 6.3.2,,Sub-task,Major,Resolved,2026-05-13T21:50:44.000+0000,2026-05-22T20:37:42.000+0000,2026-05-22T20:37:42.000+0000,0,upgrade swift to 6 3 2 sub task major resolved spark,SPARK
ARTEMIS-6061,Propagation of sizes on Wildcard Addresses,"When you subscribe a message from wildcard addresses, the counting on the address is not showing as natural.

Say you send to an address a.b.c.d.e.f.g  and a.b.c.d.e.f.h

when you subscribe to a.*.*.*.*.* the current counts are showing 0 messages as the wildcard address just has a reference and not the actual message.

to improve that, I am adding a hierarchical update to the sizes to the sizes will show more naturally.",Improvement,Major,Open,2026-05-13T21:45:54.000+0000,2026-06-04T11:56:44.000+0000,Not resolved,0,propagation of sizes on wildcard addresses when you subscribe a message from wildcard addresses the counting on the address is not showing as natural say you send to an address a b c d e f g and a b c d e f h when you subscribe to a the current counts are showing 0 messages as the wildcard address just has a reference and not the actual message to improve that i am adding a hierarchical update to the sizes to the sizes will show more naturally improvement major open artemis,ARTEMIS
CASSANDRA-21369,Consider first token of SSTable when calculating SSTable intersection in LeveledScanner ,"Ranges in Cassandra are exclusive for the first token, but in this case we want it to be inclusive since a SSTable contains the first token. ",Bug,Normal,Resolved,2026-05-13T21:29:40.000+0000,2026-06-16T20:48:36.000+0000,2026-06-16T20:47:41.000+0000,1,consider first token of sstable when calculating sstable intersection in leveledscanner ranges in cassandra are exclusive for the first token but in this case we want it to be inclusive since a sstable contains the first token bug normal resolved cassandra,CASSANDRA
HDDS-15270,[Docs] Document ReplicationSupervisorMetrics in datanode decommission guide.,"The Datanode Decommission guide [https://ozone.apache.org/docs/next/administrator-guide/operations/node-decommissioning-and-maintenance/datanodes/datanode-decommission]  does not mention Datanode 
ReplicationSupervisorMetrics.
 
 ",Improvement,Major,Patch Available,2026-05-13T21:23:18.000+0000,2026-05-13T22:33:34.000+0000,Not resolved,0,docs document replicationsupervisormetrics in datanode decommission guide the datanode decommission guide url does not mention datanode replicationsupervisormetrics improvement major patch available hdds,HDDS
NIFI-15941,Allow verification submission if there are API errors present,The step verification should allow resubmission when API errors are present. Client form errors (like required fields) should still be enforced.,Task,Major,Resolved,2026-05-13T21:19:12.000+0000,2026-05-14T13:35:05.000+0000,2026-05-14T13:35:05.000+0000,1,allow verification submission if there are api errors present the step verification should allow resubmission when api errors are present client form errors like required fields should still be enforced task major resolved nifi,NIFI
SPARK-56856,Implement SCD1 Batch Processor; Microbatch Deduplication,"{*}Preamble{*}:

The SCD type 1 flow is a foreachBatch streaming query on an input change-data-feed, and is responsible for reconciling the incoming change data onto some target table that follows SCD1 replication semantics.

SCD1 flows also maintain an ""auxiliary"" table to keep track of early-arriving out-of-order received events state. Each microbatch will need to reconcile against this auxiliary table as well, and update the auxiliary table's state appropriately for future microbatches.

 

{*}Microbatch Deduplication{*}:

The first step of microbatch reconciliation for SCD1 is deduplicating the microbatch such that there is a single row per key. 

Since SCD1 is only concerned with maintaining _latest_ state per key from the change data source, within a microbatch we only care about the row with the latest sequencing per key - drop all other rows for that same key.",Sub-task,Major,Resolved,2026-05-13T21:02:10.000+0000,2026-05-22T17:55:34.000+0000,2026-05-21T18:22:47.000+0000,0,implement scd1 batch processor microbatch deduplication preamble the scd type 1 flow is a foreachbatch streaming query on an input change data feed and is responsible for reconciling the incoming change data onto some target table that follows scd1 replication semantics scd1 flows also maintain an auxiliary table to keep track of early arriving out of order received events state each microbatch will need to reconcile against this auxiliary table as well and update the auxiliary table s state appropriately for future microbatches microbatch deduplication the first step of microbatch reconciliation for scd1 is deduplicating the microbatch such that there is a single row per key since scd1 is only concerned with maintaining latest state per key from the change data source within a microbatch we only care about the row with the latest sequencing per key drop all other rows for that same key sub task major resolved spark,SPARK
SPARK-56855,Upgrade `kubernetes-client` to 7.6.0 and update CRDs for K8s 1.36,,Sub-task,Major,Resolved,2026-05-13T21:00:43.000+0000,2026-05-13T22:34:33.000+0000,2026-05-13T22:34:22.000+0000,0,upgrade kubernetes client to 7 6 0 and update crds for k8s 1 36 sub task major resolved spark,SPARK
NUTCH-3177,Fetcher to report idle threads not as hung threads,"If there is no URL fetched during half of the MapReduce task timeout, Fetcher is shutting down to avoid that the fetcher map task fails because of missing progress. Before the shut-down Fetcher reports the remaining FetcherThreads as ""hung threads"" together with the fetched URL. This should allow to debug the URLs / pages causing timeouts. For the reporting the field {{reprUrl}} of FetcherThread is used. However, the field is not reset after a fetch is done. In consequence, the reported URL is not necessarily the one where the fetch is in process. It might a the URL that was fetched last, but the thread is now idle and waiting for the next fetch item to be ready. This happens if there are still fetch queues, but with long delays because of a robots.txt Crawl-delay or a longer delay because of the exponential back-off.

FetcherThread should reset the {{reprUrl}} once a fetch is finished. Idle FetcherThread shouldn't be reported as hanging.",Bug,Minor,Resolved,2026-05-13T20:56:02.000+0000,2026-06-08T08:04:43.000+0000,2026-06-07T16:06:29.000+0000,2,fetcher to report idle threads not as hung threads if there is no url fetched during half of the mapreduce task timeout fetcher is shutting down to avoid that the fetcher map task fails because of missing progress before the shut down fetcher reports the remaining fetcherthreads as hung threads together with the fetched url this should allow to debug the urls pages causing timeouts for the reporting the field reprurl of fetcherthread is used however the field is not reset after a fetch is done in consequence the reported url is not necessarily the one where the fetch is in process it might a the url that was fetched last but the thread is now idle and waiting for the next fetch item to be ready this happens if there are still fetch queues but with long delays because of a robots txt crawl delay or a longer delay because of the exponential back off fetcherthread should reset the reprurl once a fetch is finished idle fetcherthread shouldn t be reported as hanging bug minor resolved nutch,NUTCH
FINERACT-2605,improve protection for important branches,"The ASF recommends protecting our default branch and any important branches by preventing branch delete and force push operations. I believe this recommendation fits well within our existing best practice / policy / workflow (although, full transparency, I'm not sure how much of all that we follow is written down). We can adopt and codify the ASF's recommendation with changes to our {{.asf.yaml}} files. First and foremost is the one in the {{apache/fineract}} repo, but we have other repositories as well that would benefit from similar protections.",Task,Major,Resolved,2026-05-13T20:50:54.000+0000,2026-05-15T18:02:22.000+0000,2026-05-13T22:09:51.000+0000,0,improve protection for important branches the asf recommends protecting our default branch and any important branches by preventing branch delete and force push operations i believe this recommendation fits well within our existing best practice policy workflow although full transparency i m not sure how much of all that we follow is written down we can adopt and codify the asf s recommendation with changes to our asf yaml files first and foremost is the one in the apache fineract repo but we have other repositories as well that would benefit from similar protections task major resolved fineract,FINERACT
CALCITE-7525,ServerDdlExecutor CREATE TABLE throws NullPointerException when no default schema,"When setting up a very simple schema with ServerDdlExecutor parserFactory, and trying to create a table without schema (CREATE TABLE ""Foo""), and no connection-level default schema set, a java.lang.NullPointerException is thrown.",Bug,Trivial,Open,2026-05-13T20:30:19.000+0000,2026-05-13T20:30:19.000+0000,Not resolved,2,serverddlexecutor create table throws nullpointerexception when no default schema when setting up a very simple schema with serverddlexecutor parserfactory and trying to create a table without schema create table foo and no connection level default schema set a java lang nullpointerexception is thrown bug trivial open calcite,CALCITE
KAFKA-20581,"Move MockAclMutator alongside AuthorizerTest, when AuthorizerTest is migrated out of core","Follow up from [https://github.com/apache/kafka/pull/22247#discussion_r3222530351]

MockAclMutator currently lives at: metadata/src/testFixtures/java/org/apache/kafka/controller/MockAclMutator.java
MockAclMutator is used only by AuthorizerTest


Once AuthorizerTest is migrated out of core (part of the broader Scala to Java migration), MockAclMutator should be moved with it and be co-located in the same module/package. ",Task,Major,Open,2026-05-13T20:23:09.000+0000,2026-05-13T20:23:09.000+0000,Not resolved,0,move mockaclmutator alongside authorizertest when authorizertest is migrated out of core follow up from url mockaclmutator currently lives at metadata src testfixtures java org apache kafka controller mockaclmutator java mockaclmutator is used only by authorizertest once authorizertest is migrated out of core part of the broader scala to java migration mockaclmutator should be moved with it and be co located in the same module package task major open kafka,KAFKA
NIFI-15940,Handling mapping ConnectorConfigurationProviderException,Ensure that when a ConnectorConfigurationProviderException is thrown during a web request we don't let is fall to the ThrowableMapper.,Task,Major,Resolved,2026-05-13T20:15:13.000+0000,2026-05-14T20:16:09.000+0000,2026-05-14T20:16:09.000+0000,2,handling mapping connectorconfigurationproviderexception ensure that when a connectorconfigurationproviderexception is thrown during a web request we don t let is fall to the throwablemapper task major resolved nifi,NIFI
PHOENIX-7854,Use Abortable interface to trigger RS aborts,,Sub-task,Major,Resolved,2026-05-13T20:10:26.000+0000,2026-05-19T20:12:22.000+0000,2026-05-19T20:12:22.000+0000,0,use abortable interface to trigger rs aborts sub task major resolved phoenix,PHOENIX
